"ID","MonthlyIncome"
1152,4992.08674350051
1153,11358.6126878098
1154,2293.66233696695
1155,8559.83965953205
1156,11278.1862277406
1157,3446.14366152365
1158,8909.90978333664
1159,3430.54784474051
1160,3934.11325895795
1161,3881.50614226543
1162,6303.48405101036
1163,5925.94836225353
1164,6755.00448275473
1165,4188.9194399283
1166,2657.04222003706
1167,8593.51336451208
1168,5446.13411536996
1169,4265.92439892001
1170,4194.65050857634
